customer_id,name,country,age,signup_date,plan,is_paid_plan,monthly_transactions,failed_payments,monthly_revenue,churn_probability,churned
36,Roger Lyons,Singapore,51,2025-05-10,Basic,False,21,0,3.1799999999999997,0.18,0
37,Cheryl Zimmerman,United Kingdom,33,2025-08-20,Basic,False,17,2,2.8600000000000003,0.18,0
38,Anna Poole,United Kingdom,58,2025-08-12,Basic,False,21,0,3.1799999999999997,0.18,0
39,Megan Villa,Japan,30,2024-11-04,Silver,True,51,1,8.07,0.12,0
40,Teresa Parker,United States,40,2025-06-29,Gold,True,35,0,10.790000000000001,0.12,0
41,Gary Nelson,United Kingdom,29,2024-08-12,Basic,False,10,0,2.3,0.18,1
42,Juan Logan,Germany,44,2025-01-11,Basic,False,20,2,3.1,0.18,0
43,Justin Knight,United Kingdom,39,2025-08-01,Silver,True,41,1,7.2700000000000005,0.12,0
44,Adam Dean,Australia,49,2026-01-25,Silver,True,36,0,6.87,0.12,0
45,James Fields,United Kingdom,44,2026-04-12,Gold,True,38,1,11.030000000000001,0.12,0
46,April Mueller,France,19,2025-02-01,Basic,False,13,1,2.54,0.18,0
47,Monica Williams,United Kingdom,62,2026-02-14,Gold,True,27,1,10.15,0.12,0
48,Michael Stevenson,Germany,50,2026-05-02,Basic,False,13,0,2.54,0.18,0
49,Richard Scott,Germany,43,2025-08-05,Silver,True,52,2,8.15,0.12,0
50,Valerie Harris,United Kingdom,45,2024-08-04,Basic,False,17,0,2.8600000000000003,0.18,0
51,Amy Robinson,Canada,36,2025-08-27,Basic,False,15,0,2.7,0.18,0
52,Meagan Guzman,Singapore,60,2025-02-16,Basic,False,22,4,3.26,0.22999999999999998,0
53,Philip Powell,Australia,22,2026-01-27,Basic,False,21,2,3.1799999999999997,0.18,0
54,Michael Martin,Australia,50,2025-04-23,Basic,False,19,0,3.02,0.18,0
55,Kelsey Harris,France,37,2026-04-04,Gold,True,35,2,10.790000000000001,0.12,0
56,Colleen Austin,Australia,47,2026-05-08,Silver,True,49,2,7.91,0.12,1
57,Richard Casey,United Kingdom,62,2025-10-06,Silver,True,39,3,7.11,0.16999999999999998,0
58,Shawn Aguilar,United Kingdom,25,2026-05-28,Basic,False,20,0,3.1,0.18,0
59,Louis Glover,United Kingdom,55,2025-07-31,Basic,False,16,0,2.7800000000000002,0.18,0
60,Amber Peterson,United Kingdom,34,2026-06-16,Platinum,True,46,3,18.67,0.16999999999999998,0
61,Ashley Murray,United States,61,2026-03-19,Basic,False,26,2,3.58,0.18,1
62,Daniel Trevino,United Kingdom,18,2025-12-09,Basic,False,9,0,2.2199999999999998,0.26,1
63,Ashley Martin,Singapore,20,2026-02-03,Basic,False,16,0,2.7800000000000002,0.18,0
64,Lauren Wheeler,United States,63,2026-06-04,Silver,True,39,3,7.11,0.16999999999999998,0
65,Aaron Randolph,United Kingdom,43,2025-02-07,Basic,False,17,0,2.8600000000000003,0.18,0
66,Michael Higgins,Germany,48,2025-03-10,Basic,False,21,0,3.1799999999999997,0.18,0
67,Glenn Wells,United Kingdom,25,2025-09-04,Gold,True,63,4,13.030000000000001,0.16999999999999998,1
68,Gina Galvan,Singapore,60,2025-08-10,Silver,True,54,2,8.31,0.12,0
69,David Howard,United Kingdom,63,2026-01-29,Silver,True,41,1,7.2700000000000005,0.12,0
70,Cheryl Ballard,Canada,25,2026-03-16,Basic,False,19,1,3.02,0.18,0
71,Katherine Holmes,Singapore,52,2025-08-27,Basic,False,24,1,3.42,0.18,0
72,Duane Walker,United Kingdom,56,2025-12-16,Platinum,True,53,2,19.23,0.12,0
73,Carlos Lopez,United Kingdom,45,2026-03-10,Gold,True,50,3,11.99,0.16999999999999998,0
74,Valerie Pennington,Singapore,21,2026-02-15,Basic,False,24,1,3.42,0.18,0
75,Carolyn Williams,Japan,33,2024-07-31,Basic,False,19,0,3.02,0.18,0
76,Stephanie Perry,Japan,30,2025-11-15,Basic,False,18,2,2.94,0.18,0
77,Terri Woodard,Singapore,37,2025-05-26,Basic,False,14,0,2.62,0.18,1
78,Melissa Hartman,United Kingdom,22,2025-07-15,Silver,True,49,6,7.91,0.16999999999999998,0
79,Shelby French,United States,54,2024-09-13,Platinum,True,41,0,18.27,0.12,0
80,Glen Velez,United Kingdom,37,2025-09-07,Basic,False,17,0,2.8600000000000003,0.18,0
81,Eduardo Scott,Australia,41,2026-06-14,Basic,False,15,1,2.7,0.18,0
82,Erin Wood,France,53,2025-04-25,Gold,True,62,5,12.95,0.16999999999999998,0
83,Kristy Garcia,United Kingdom,51,2024-12-01,Basic,False,17,1,2.8600000000000003,0.18,0
84,Valerie Acosta,United Kingdom,62,2026-04-22,Platinum,True,50,1,18.990000000000002,0.12,0
85,Timothy Cox,United Kingdom,51,2024-07-06,Silver,True,42,1,7.35,0.12,1
86,Brittany Butler,United Kingdom,36,2024-08-09,Platinum,True,47,1,18.75,0.12,1
87,Karen Lucas,Japan,34,2024-08-05,Basic,False,19,0,3.02,0.18,0
88,Kevin Anderson,France,22,2025-03-16,Basic,False,21,1,3.1799999999999997,0.18,0
89,Paula Miller,Australia,42,2026-06-13,Basic,False,10,1,2.3,0.18,0
90,Kelly Jones,Germany,35,2025-02-06,Basic,False,22,1,3.26,0.18,0
91,Ethan Reyes,United Kingdom,25,2026-01-13,Basic,False,20,1,3.1,0.18,0
92,Jason Dillon,Japan,44,2026-04-22,Platinum,True,39,1,18.11,0.12,0
93,Jacqueline Wagner,Japan,32,2026-01-15,Gold,True,48,2,11.83,0.12,0
94,Maria Little,Germany,62,2025-06-13,Silver,True,50,3,7.99,0.16999999999999998,1
95,Rebekah Walker,Singapore,30,2025-05-28,Basic,False,18,1,2.94,0.18,0
96,David Nelson,Germany,33,2025-10-08,Silver,True,55,3,8.39,0.16999999999999998,0
97,Vincent Stewart,Germany,39,2024-09-27,Silver,True,30,2,6.390000000000001,0.12,0
98,Benjamin Elliott,United States,37,2025-09-26,Basic,False,15,2,2.7,0.18,0
99,Amanda Carlson,United Kingdom,30,2026-04-28,Platinum,True,32,3,17.55,0.16999999999999998,0
100,Erin Wilson,United Kingdom,37,2025-02-13,Basic,False,18,1,2.94,0.18,0
101,James Mccoy,United Kingdom,19,2024-12-07,Basic,False,23,0,3.34,0.18,0
102,Ian Brown,France,52,2024-11-04,Basic,False,19,1,3.02,0.18,0
103,Denise Thomas,United Kingdom,64,2026-04-30,Gold,True,46,2,11.67,0.12,1
104,Carrie Smith,Germany,36,2026-02-03,Silver,True,42,2,7.35,0.12,0
105,Andrew Pierce,Australia,62,2026-06-20,Basic,False,18,1,2.94,0.18,0
106,Jose Bauer,United Kingdom,54,2024-07-13,Basic,False,17,1,2.8600000000000003,0.18,0
107,Tina Stark,United States,23,2024-11-19,Basic,False,16,2,2.7800000000000002,0.18,0
108,Glen Ellison,Japan,31,2026-06-27,Basic,False,16,2,2.7800000000000002,0.18,0
109,Nicole Kim,United Kingdom,21,2025-03-03,Basic,False,20,1,3.1,0.18,1
110,William Fitzgerald,United Kingdom,39,2026-06-14,Basic,False,19,2,3.02,0.18,0
111,Ashley Hernandez,United Kingdom,56,2026-01-11,Basic,False,15,1,2.7,0.18,0
112,Kevin Bond,United Kingdom,53,2026-07-04,Gold,True,39,0,11.11,0.12,0
113,Sarah Cowan,Australia,51,2026-06-17,Basic,False,21,0,3.1799999999999997,0.18,0
114,Jacob Wright,Singapore,44,2026-01-28,Silver,True,59,0,8.71,0.12,0
115,Jose Joyce,France,24,2025-05-18,Basic,False,21,1,3.1799999999999997,0.18,1
116,Jonathan Aguilar,Australia,20,2025-04-02,Basic,False,19,1,3.02,0.18,0
117,Lorraine Small,Singapore,64,2024-12-15,Basic,False,23,1,3.34,0.18,0
118,Ian Foster,United Kingdom,50,2026-01-16,Basic,False,14,1,2.62,0.18,0
119,Sydney Jackson,Australia,19,2026-01-07,Basic,False,24,0,3.42,0.18,0
120,Rebecca Miller,Germany,59,2026-01-03,Gold,True,55,4,12.39,0.16999999999999998,1
121,David Henry,Singapore,33,2025-12-18,Platinum,True,46,0,18.67,0.12,1
122,Steven Lee,Australia,42,2025-11-16,Basic,False,17,2,2.8600000000000003,0.18,0
123,Mrs. Melissa Coleman,United Kingdom,32,2024-10-27,Basic,False,15,1,2.7,0.18,0
124,Karen Ross,United Kingdom,41,2026-02-05,Platinum,True,43,2,18.43,0.12,0
125,Karen Singh,United Kingdom,32,2025-09-09,Basic,False,19,0,3.02,0.18,0
126,Joseph Jones,United States,48,2026-05-15,Silver,True,37,0,6.95,0.12,0
127,Tracy Ponce,Singapore,31,2025-11-21,Platinum,True,51,3,19.07,0.16999999999999998,0
128,Pam Chase,Australia,31,2024-09-19,Platinum,True,45,1,18.59,0.12,0
129,Christopher Rodriguez,United Kingdom,23,2026-04-02,Basic,False,20,0,3.1,0.18,0
130,Jason Rodriguez,Germany,31,2025-08-14,Basic,False,17,1,2.8600000000000003,0.18,0
131,Tammy Anthony,United States,34,2024-09-06,Basic,False,17,1,2.8600000000000003,0.18,1
132,Emily James,United Kingdom,35,2025-04-05,Gold,True,40,1,11.190000000000001,0.12,0
133,Jose Norman,United Kingdom,37,2026-01-26,Gold,True,57,3,12.55,0.16999999999999998,0
134,Terri Mitchell,United Kingdom,34,2025-12-16,Silver,True,48,3,7.83,0.16999999999999998,0
135,Barbara Hernandez,Australia,33,2024-09-29,Gold,True,42,2,11.35,0.12,1
136,Jesse Clark,United Kingdom,57,2026-03-24,Silver,True,36,1,6.87,0.12,0
137,Tanya Dixon,Germany,56,2024-12-27,Silver,True,44,3,7.51,0.16999999999999998,0
138,Christina Mcgee,Japan,49,2025-08-02,Gold,True,48,2,11.83,0.12,0
139,Jason Garcia,United States,61,2026-01-11,Silver,True,46,2,7.67,0.12,0
140,Crystal Smith,Canada,26,2025-06-10,Basic,False,11,0,2.38,0.18,0
141,Samuel Flores,Canada,44,2025-05-06,Basic,False,18,1,2.94,0.18,0
142,Dennis Hernandez,United Kingdom,63,2024-10-12,Silver,True,51,3,8.07,0.16999999999999998,0
143,Lacey Stanley,Germany,50,2025-11-09,Basic,False,20,0,3.1,0.18,0
144,Ricardo Hall,United Kingdom,27,2025-07-16,Basic,False,17,1,2.8600000000000003,0.18,0
145,Brandy Walker,United Kingdom,34,2026-04-25,Gold,True,40,2,11.190000000000001,0.12,0
146,Thomas Hernandez,United Kingdom,53,2024-08-20,Silver,True,45,1,7.59,0.12,1
147,Robert Turner,France,34,2025-09-03,Platinum,True,46,0,18.67,0.12,0
148,Mary Wiggins,Germany,35,2025-09-21,Basic,False,15,1,2.7,0.18,0
149,Samantha Roberts,United Kingdom,40,2025-05-17,Silver,True,55,1,8.39,0.12,0
150,Miguel Deleon,United Kingdom,51,2025-08-21,Basic,False,20,0,3.1,0.18,0
151,Theresa Butler,Australia,25,2025-05-18,Gold,True,46,1,11.67,0.12,0
152,Stephanie Maxwell,United Kingdom,30,2025-06-26,Basic,False,20,0,3.1,0.18,0
153,Adam Grant,United Kingdom,40,2025-01-12,Silver,True,46,1,7.67,0.12,0
154,Joshua Evans,Germany,37,2025-08-17,Gold,True,56,1,12.47,0.12,1
155,Adam Black,Canada,39,2026-04-27,Basic,False,20,1,3.1,0.18,1
156,Heather Marks,United Kingdom,64,2026-04-28,Platinum,True,43,3,18.43,0.16999999999999998,0
157,Sarah Lopez,Japan,40,2025-12-07,Gold,True,38,0,11.030000000000001,0.12,0
158,Mr. Jim Jackson III,Japan,58,2025-11-27,Basic,False,20,1,3.1,0.18,0
159,Scott Gomez,United Kingdom,52,2025-03-31,Basic,False,12,0,2.46,0.18,0
160,Timothy Lane,Japan,20,2024-09-27,Basic,False,19,1,3.02,0.18,0
161,Helen Montgomery,United States,51,2025-02-04,Basic,False,14,0,2.62,0.18,0
162,Zachary Gray,France,50,2024-10-03,Gold,True,47,1,11.75,0.12,0
163,Michael Snow,France,63,2024-10-20,Platinum,True,35,3,17.79,0.16999999999999998,1
164,Robert Donaldson,Germany,34,2024-08-22,Basic,False,18,2,2.94,0.18,0
165,John Perkins,United Kingdom,62,2025-09-12,Basic,False,27,1,3.66,0.18,0
166,Katherine Burnett,Singapore,36,2025-11-07,Basic,False,11,0,2.38,0.18,0
167,Kevin Duncan,United Kingdom,47,2026-06-25,Basic,False,19,1,3.02,0.18,0
168,Lee Kline,United Kingdom,40,2024-12-15,Basic,False,18,2,2.94,0.18,0
169,Ian Dawson,United Kingdom,32,2024-09-18,Basic,False,17,0,2.8600000000000003,0.18,0
170,Janet Miller,France,31,2024-12-10,Basic,False,18,0,2.94,0.18,1
171,April Cummings,Japan,19,2025-10-25,Silver,True,33,2,6.630000000000001,0.12,0
172,Ashley Larsen,United Kingdom,56,2026-05-28,Silver,True,44,2,7.51,0.12,0
173,Curtis Sanchez,Germany,35,2025-01-15,Basic,False,14,0,2.62,0.18,1
174,Sarah Hardy,United Kingdom,23,2025-06-15,Gold,True,43,3,11.43,0.16999999999999998,0
175,Pamela Fry,France,49,2025-12-17,Silver,True,43,2,7.43,0.12,0
176,Ashley Long,United Kingdom,38,2025-09-07,Gold,True,40,1,11.190000000000001,0.12,0
177,Ronnie Martinez,Japan,57,2025-09-12,Basic,False,19,0,3.02,0.18,1
178,Michelle Russell,United States,45,2025-11-15,Gold,True,63,6,13.030000000000001,0.16999999999999998,0
179,Robert Eaton,Australia,44,2025-07-21,Gold,True,36,2,10.870000000000001,0.12,0
180,Manuel Price,United Kingdom,19,2024-07-15,Basic,False,17,0,2.8600000000000003,0.18,0
181,Kevin Fox,United Kingdom,50,2025-04-27,Basic,False,13,0,2.54,0.18,1
182,Megan Reyes,United Kingdom,33,2025-09-20,Platinum,True,39,2,18.11,0.12,1
183,Adrienne Fischer,Australia,56,2026-06-23,Silver,True,56,3,8.47,0.16999999999999998,0
184,Krista Saunders,Australia,39,2024-08-08,Platinum,True,42,0,18.35,0.12,1
185,Kent Evans,United Kingdom,60,2025-04-19,Gold,True,36,0,10.870000000000001,0.12,0
186,Cathy Perkins,France,64,2025-12-02,Silver,True,47,0,7.75,0.12,0
187,Mary Pratt,Singapore,30,2025-09-03,Basic,False,19,3,3.02,0.22999999999999998,0
188,Jonathan Trujillo,Germany,19,2025-09-20,Basic,False,12,1,2.46,0.18,0
189,Kiara Thompson,Germany,31,2026-06-22,Platinum,True,32,1,17.55,0.12,0
190,Mr. Scott Martin,United Kingdom,55,2025-07-06,Basic,False,16,0,2.7800000000000002,0.18,0
191,Eric Black,United Kingdom,58,2025-01-21,Basic,False,22,0,3.26,0.18,0
192,Daniel Edwards,Australia,45,2025-03-21,Silver,True,45,2,7.59,0.12,0
193,Jordan Medina,Australia,24,2025-08-01,Silver,True,59,3,8.71,0.16999999999999998,0
194,Stephanie Galloway,France,35,2025-07-01,Basic,False,16,1,2.7800000000000002,0.18,0
195,Adam Duffy,United Kingdom,58,2025-03-07,Basic,False,12,0,2.46,0.18,0
196,Darlene Barrett,United Kingdom,53,2024-07-30,Basic,False,15,1,2.7,0.18,0
197,Amanda Reid,Japan,58,2025-08-20,Basic,False,17,2,2.8600000000000003,0.18,1
198,John Miller,Australia,53,2025-07-04,Gold,True,49,0,11.91,0.12,0
199,Steve Rojas,Australia,61,2026-04-13,Basic,False,13,1,2.54,0.18,0
200,Robin Frank,Singapore,21,2025-04-29,Gold,True,44,3,11.51,0.16999999999999998,0
201,Laura Maddox,France,47,2025-08-12,Gold,True,58,1,12.629999999999999,0.12,0
202,Katrina Collins,United Kingdom,41,2026-06-04,Silver,True,52,3,8.15,0.16999999999999998,0
203,Sean Cooper,United Kingdom,37,2025-10-25,Basic,False,28,0,3.74,0.18,0
204,Eugene Li,Australia,63,2026-03-20,Basic,False,21,1,3.1799999999999997,0.18,0
205,Richard Dickson,France,48,2025-11-21,Basic,False,18,1,2.94,0.18,0
206,Anna Parker,United Kingdom,41,2025-07-23,Basic,False,22,2,3.26,0.18,0
207,Amy Alexander,United Kingdom,24,2024-08-31,Gold,True,37,1,10.95,0.12,0
208,Walter Patel,France,43,2025-01-12,Basic,False,15,0,2.7,0.18,0
209,Jeffrey Merritt,United Kingdom,30,2025-10-08,Gold,True,41,4,11.27,0.16999999999999998,0
210,Kenneth Patton,United Kingdom,25,2026-01-28,Basic,False,23,2,3.34,0.18,1
211,Jason Perkins,Germany,22,2026-05-09,Basic,False,21,0,3.1799999999999997,0.18,0
212,Patrick Taylor,Japan,61,2024-09-15,Platinum,True,46,2,18.67,0.12,0
213,Ashley Wright,France,30,2025-01-11,Silver,True,59,1,8.71,0.12,0
214,Cameron Sims,United Kingdom,46,2026-03-12,Basic,False,17,0,2.8600000000000003,0.18,0
215,Sandy Cline,Japan,37,2025-06-27,Basic,False,17,1,2.8600000000000003,0.18,0
216,Paul Jones,United Kingdom,31,2026-04-10,Basic,False,12,0,2.46,0.18,0
217,Dr. Lauren Mclaughlin,United Kingdom,49,2025-11-01,Silver,True,57,0,8.55,0.12,0
218,Jason Daugherty,Japan,44,2024-11-28,Basic,False,22,1,3.26,0.18,0
219,Amy Hubbard,France,42,2026-02-14,Basic,False,15,1,2.7,0.18,0
220,Tamara Roberts,Singapore,21,2025-05-13,Basic,False,17,2,2.8600000000000003,0.18,0
221,Aaron Yu,France,38,2025-11-01,Gold,True,46,2,11.67,0.12,0
222,Nicholas Wilson,Germany,35,2025-01-01,Basic,False,13,2,2.54,0.18,1
223,Samantha Montes,United Kingdom,56,2025-07-27,Basic,False,11,0,2.38,0.18,0
224,Amanda Clarke,United States,32,2024-09-01,Basic,False,15,0,2.7,0.18,0
225,Heather Fuller,United Kingdom,55,2025-11-05,Basic,False,21,1,3.1799999999999997,0.18,0
226,Christopher Sanford,United Kingdom,41,2024-07-24,Basic,False,14,1,2.62,0.18,0
227,Lisa Moody,Canada,25,2024-11-20,Basic,False,29,1,3.82,0.18,0
228,Barry Bush,United States,45,2025-12-22,Basic,False,19,0,3.02,0.18,1
229,John Rivera,Australia,38,2025-10-21,Basic,False,18,1,2.94,0.18,0
230,Jonathan Mcclain,France,33,2024-12-18,Basic,False,20,1,3.1,0.18,1
231,Kelly Hernandez,Singapore,33,2025-12-26,Platinum,True,39,1,18.11,0.12,0
232,Carl Johnson,Germany,52,2024-09-20,Silver,True,43,5,7.43,0.16999999999999998,1
233,Austin Johnson,Germany,34,2025-03-03,Basic,False,15,0,2.7,0.18,0
234,Andrew Zamora,Germany,26,2025-03-17,Basic,False,16,1,2.7800000000000002,0.18,0
235,James Martin,United Kingdom,52,2026-03-31,Silver,True,31,3,6.470000000000001,0.16999999999999998,0
236,Christopher Ferrell,Japan,46,2025-01-13,Gold,True,47,1,11.75,0.12,0
237,Russell Ramirez,United Kingdom,56,2025-07-24,Basic,False,20,0,3.1,0.18,0
238,Jillian Rodriguez MD,United Kingdom,35,2024-12-03,Gold,True,59,2,12.71,0.12,0
239,Victoria Smith DDS,France,29,2025-10-30,Basic,False,15,0,2.7,0.18,0
240,Thomas Bowen,United Kingdom,36,2025-06-07,Basic,False,16,1,2.7800000000000002,0.18,0
241,Megan Stanley,Australia,39,2026-02-20,Platinum,True,43,2,18.43,0.12,1
242,Robert Brown,Canada,32,2025-08-25,Silver,True,45,3,7.59,0.16999999999999998,0
243,Daniel Armstrong,Australia,18,2026-01-24,Gold,True,38,0,11.030000000000001,0.12,0
244,Corey Boyer,United States,19,2025-05-05,Basic,False,21,1,3.1799999999999997,0.18,0
245,Shawn Oliver,United Kingdom,25,2024-12-30,Basic,False,20,1,3.1,0.18,0
246,Sabrina Wang,Australia,39,2025-03-16,Silver,True,42,3,7.35,0.16999999999999998,0
247,Matthew Woods,United States,42,2025-11-02,Basic,False,18,0,2.94,0.18,0
248,Melanie Underwood,Canada,19,2025-07-03,Basic,False,22,0,3.26,0.18,1
249,Lisa Phillips,Canada,26,2024-12-30,Basic,False,11,1,2.38,0.18,0
250,Dwayne Brown,Australia,26,2024-12-29,Basic,False,13,0,2.54,0.18,0
251,Robert Graham,United Kingdom,30,2025-02-04,Basic,False,21,1,3.1799999999999997,0.18,0
252,Seth Salazar,United States,23,2025-01-13,Silver,True,34,0,6.710000000000001,0.12,0
253,Ariel Gillespie,Australia,47,2025-09-09,Gold,True,48,1,11.83,0.12,0
254,Mariah Davis,United Kingdom,32,2025-05-19,Basic,False,20,0,3.1,0.18,0
255,Ann Gonzalez,United Kingdom,32,2026-06-18,Silver,True,48,3,7.83,0.16999999999999998,0
256,Andrea Mills,Germany,24,2025-07-30,Basic,False,17,1,2.8600000000000003,0.18,0
257,Russell Fuller,Australia,28,2024-10-30,Gold,True,42,0,11.35,0.12,0
258,Tina Ramirez,Japan,57,2025-04-01,Basic,False,23,0,3.34,0.18,0
259,Austin Pittman,Germany,55,2025-10-22,Gold,True,54,2,12.31,0.12,0
260,Leonard Jones,United Kingdom,57,2026-01-08,Gold,True,49,1,11.91,0.12,1
261,Ashley Frank,France,19,2026-02-26,Basic,False,20,0,3.1,0.18,1
262,Karen Watson,Canada,56,2025-09-08,Basic,False,19,0,3.02,0.18,0
263,Kim Chapman,United Kingdom,27,2025-07-21,Platinum,True,38,1,18.03,0.12,0
264,Ms. Brianna Stephens DVM,Germany,61,2025-05-22,Basic,False,24,1,3.42,0.18,0
265,Keith Ryan,Australia,34,2026-02-05,Silver,True,48,3,7.83,0.16999999999999998,0
266,Christopher Barrett,Japan,24,2025-03-31,Platinum,True,51,1,19.07,0.12,1
267,David Vargas,Japan,57,2025-04-01,Basic,False,23,0,3.34,0.18,1
268,David Stevens,Japan,56,2026-05-21,Gold,True,54,2,12.31,0.12,1
269,Ashley Ward,United States,21,2024-09-21,Platinum,True,34,0,17.71,0.12,0
270,Bryce Patterson,United Kingdom,52,2026-05-21,Silver,True,49,4,7.91,0.16999999999999998,0
271,Steve Martin,Singapore,64,2026-05-21,Basic,False,15,0,2.7,0.18,0
272,Scott Sutton,Singapore,53,2024-12-04,Basic,False,21,0,3.1799999999999997,0.18,0
273,Barbara Nelson,Australia,48,2024-10-08,Basic,False,24,1,3.42,0.18,1
274,Brooke Hill,Australia,42,2026-07-04,Gold,True,46,2,11.67,0.12,0
275,Jeremy Mack,Germany,58,2025-10-31,Gold,True,49,2,11.91,0.12,0
276,Betty Martin,Germany,30,2026-04-23,Silver,True,38,4,7.03,0.16999999999999998,1
277,Nicholas Flores,Singapore,35,2025-08-14,Basic,False,22,0,3.26,0.18,0
278,Willie Franklin,France,38,2024-07-14,Basic,False,16,0,2.7800000000000002,0.18,0
279,Donald Haley,Japan,18,2025-07-20,Silver,True,47,1,7.75,0.12,1
280,Anthony Ayala,Singapore,53,2025-03-11,Silver,True,46,2,7.67,0.12,1
281,Lisa Robinson,Australia,25,2024-12-15,Gold,True,51,2,12.07,0.12,0
282,Jennifer Adams,United Kingdom,38,2024-12-10,Silver,True,47,2,7.75,0.12,1
283,Barbara Parker,United States,60,2025-06-16,Gold,True,54,2,12.31,0.12,1
284,Katherine Barry,United Kingdom,38,2025-03-27,Silver,True,40,1,7.19,0.12,1
285,Amy Garcia MD,Germany,44,2026-01-31,Silver,True,52,3,8.15,0.16999999999999998,0
286,Samantha Silva,United Kingdom,36,2025-03-09,Basic,False,20,1,3.1,0.18,0
287,Heather Santiago,United States,40,2025-07-30,Gold,True,41,2,11.27,0.12,0
288,Colleen Hancock,Germany,60,2026-01-12,Silver,True,43,1,7.43,0.12,0
289,Nicole Washington,United Kingdom,52,2026-05-22,Basic,False,15,2,2.7,0.18,0
290,Melissa Espinoza,France,57,2026-06-17,Basic,False,18,0,2.94,0.18,0
291,David Wilson,United Kingdom,59,2025-11-19,Basic,False,23,1,3.34,0.18,0
292,Jacqueline Berg,United Kingdom,22,2025-12-20,Basic,False,11,1,2.38,0.18,0
293,Regina Cook,Singapore,58,2024-07-06,Basic,False,23,2,3.34,0.18,0
294,Ashley White,United States,25,2025-08-22,Basic,False,17,0,2.8600000000000003,0.18,1
295,Kyle Kelley,United Kingdom,28,2025-06-10,Basic,False,23,1,3.34,0.18,0
296,Anne Archer,Germany,33,2024-12-05,Basic,False,15,0,2.7,0.18,0
297,Cathy Zimmerman,Japan,56,2025-04-22,Gold,True,48,3,11.83,0.16999999999999998,0
298,Margaret Williams,United Kingdom,64,2024-12-02,Basic,False,19,0,3.02,0.18,0
299,Sheryl Strickland,France,41,2025-04-17,Basic,False,23,1,3.34,0.18,0
300,Miranda Kim,United Kingdom,38,2026-02-19,Basic,False,16,3,2.7800000000000002,0.22999999999999998,0
